hash_email;hash_phone;client_id_loreal;ville;postal;age;genre;segment_loreal;freq_achat_premium_an;panier_premium_eur;marque_pref;categorie_pref;programme_fidelite;date_1er_achat
8d91cb11d5720a2095b2;e823e357f95821abae35;LOR-500168;Versailles;78000;63;F;Standard;1.7;44;Giorgio Armani;Soin visage;Oui;2022-03-11
d1040cd013fc96cf2aab;7fe835f429997ca7c5fd;LOR-500169;Rennes;35000;49;H;Premium;2.5;105;Maybelline;Soin visage;Non;2022-11-14
08fff571956ed2693422;363b71bf75cf90861d87;LOR-500170;Versailles;78000;44;F;Standard;1.3;74;La Roche-Posay;Maquillage;Non;2022-03-09
1bef117c719711e2dba0;a63fefe58a4ab87702f6;LOR-500171;Saint-Denis;93200;21;F;Standard;1.9;84;Maybelline;Maquillage;Oui;2022-04-09
c79eab40294ba7f258f4;18b19398932d38e4d517;LOR-500172;Lyon;69003;65;H;Standard;1.0;86;Maybelline;Solaire;Oui;2023-11-26
bb81e99755ba8bdd64bc;732941c8860c35792757;LOR-500173;Rennes;35000;49;F;Premium;2.9;113;Yves Saint Laurent;Soin corps;Non;2025-06-27
29d566f4506453f605d2;07235f0676690b3ddff2;LOR-500174;Montpellier;34000;52;F;Premium;4.0;86;Garnier;Maquillage;Non;2025-03-26
bf3467fdb2b989eeacdd;facd1d7d6b8a34aa656b;LOR-500175;Versailles;78000;52;H;Standard;1.8;73;La Roche-Posay;Soin corps;Oui;2024-12-09
af561b53001c9fcfa98a;f01385644845a2140c73;LOR-500176;Versailles;78000;41;F;Découverte;0.5;24;Kiehl's;Soin visage;Oui;2022-02-02
d9aab9edc5b36159bdce;4ec0fdacefeb50c2ffe2;LOR-500177;Paris;75012;26;F;Prestige;6.3;281;Yves Saint Laurent;Soin corps;Oui;2025-05-23
6a588d2c5106b4dfff83;9e4b372f64ff1dc4a1e9;LOR-500178;Marseille;13008;56;H;Prestige;7.1;298;La Roche-Posay;Solaire;Oui;2025-02-06
0a959e73878e3a31432a;886cdeb769a310b53219;LOR-500179;Paris;75012;47;H;Premium;4.4;138;La Roche-Posay;Parfum;Oui;2023-02-13
6683b82065e3af05896e;dd602e002b53e61d6da8;LOR-500180;Grenoble;38000;23;H;Premium;3.7;104;Garnier;Maquillage;Oui;2024-05-10
de31e028cdfa1fdd470c;3943798159d790c13b3b;LOR-500181;Paris;75012;35;F;Premium;2.0;156;L'Oréal Paris;Soin corps;Oui;2023-01-28
850b3e06ab511cb8e3ec;03157e4bb0aa071dd17e;LOR-500182;Rennes;35000;38;H;Premium;3.9;104;L'Oréal Paris;Cheveux;Non;2023-07-14
ef140a99ddc262906fdf;e960ed7c46493301f89a;LOR-500183;Boulogne;92100;27;H;Standard;1.5;46;Maybelline;Soin corps;Oui;2023-03-12
e27ff77225e1901d7a83;1916027766f426825ba6;LOR-500184;Montpellier;34000;45;F;Premium;2.2;157;La Roche-Posay;Cheveux;Non;2023-03-19
6be88c7ae99ba6be0e2e;f40c1dab21ad2d4238e9;LOR-500185;Lille;59000;24;F;Premium;4.3;85;La Roche-Posay;Solaire;Non;2025-04-14
f799c677230f6e4889a3;76088d1ccec0c0c4debe;LOR-500186;Paris;75012;21;H;Premium;4.0;117;Vichy;Soin corps;Oui;2024-11-09
6e3181e2eb3599c952fe;9cb2149845b56fe91bd5;LOR-500187;Versailles;78000;55;F;Standard;1.2;76;Lancôme;Soin visage;Oui;2023-12-28
8b4a3baf33af2500e9a2;8d3f621734fd13aae8a1;LOR-500188;Strasbourg;67000;29;H;Premium;2.2;89;Yves Saint Laurent;Solaire;Oui;2023-07-18
9e2f407cefc7264b7de8;5b5c953d97a25e605dc5;LOR-500189;Bordeaux;33000;58;F;Premium;3.0;94;Garnier;Cheveux;Oui;2025-05-10
ef31938be792a85a0754;618f1147e9bc76602a46;LOR-500190;Montpellier;34000;70;F;Standard;0.9;66;Garnier;Soin corps;Oui;2024-09-11
91efb83c4d9cf6cd570e;91a9ac3e56902c7c4b59;LOR-500191;Grenoble;38000;27;F;Standard;1.1;73;Kiehl's;Maquillage;Oui;2023-02-20
fefa49043124d726d455;af910f616aa98d6bcc8e;LOR-500192;Paris;75012;41;H;Premium;4.0;119;L'Oréal Paris;Maquillage;Non;2024-09-07
edbb100b4f3302536fc1;840f201d89d75666a1c2;LOR-500193;Saint-Denis;93200;31;F;Standard;1.9;40;Maybelline;Maquillage;Oui;2024-10-23
2d8b993ded24c95d5737;3f39bc773d9d90277405;LOR-500194;Nantes;44000;28;H;Premium;3.3;87;Vichy;Soin visage;Non;2023-12-01
b532b310ad1e79177558;7ca80c967b3055d450b2;LOR-500195;Paris;75012;53;F;Prestige;5.7;279;La Roche-Posay;Solaire;Oui;2024-03-09
940d0f5229324f3b3478;66ca97f1db2b8cd75a45;LOR-500196;Marseille;13008;46;H;Premium;2.6;100;Lancôme;Soin visage;Oui;2025-09-23
e9b706addffa8f15ae5b;eb600a796c0c2f9221da;LOR-500197;Nice;06000;63;H;Premium;3.9;151;Vichy;Solaire;Oui;2023-08-14
c1a2c24367878c159abd;0668aac0d663c68a3b28;LOR-500198;Rennes;35000;51;F;Découverte;0.7;45;Yves Saint Laurent;Maquillage;Oui;2024-02-01
75e536acbf6450a77dca;eef7bedc84679c452637;LOR-500199;Montpellier;34000;60;F;Découverte;0.4;26;Garnier;Cheveux;Non;2023-06-06
11b417ea96f0d1a37dfc;3ddeebddc06a26b90e40;LOR-500200;Nantes;44000;46;F;Premium;4.1;131;Yves Saint Laurent;Solaire;Oui;2025-11-24
8f83cd4f6b6909d34037;e0f831bd75993b78328f;LOR-500201;Nice;06000;73;F;Premium;2.0;114;Kiehl's;Soin corps;Non;2025-07-04
b882d999037d14598962;5ed51dad618792243da4;LOR-500202;Lille;59000;62;F;Premium;2.3;111;Maybelline;Maquillage;Non;2022-12-27
29b73a70169e7acbb0e9;df3ac08913adb202ab65;LOR-500203;Nice;06000;18;F;Standard;1.6;83;La Roche-Posay;Cheveux;Oui;2023-06-15
e123eec862523536096a;d268dbd31a6bc86547ef;LOR-500204;Montpellier;34000;34;H;Premium;3.5;108;Vichy;Solaire;Non;2022-08-24
77d479ddd24e32bb4e7a;6bab5690fbc5099e41eb;LOR-500205;Nantes;44000;42;H;Premium;4.2;98;Vichy;Cheveux;Oui;2022-08-19
f56dc6ada00e969bb67c;e984614cc50b3c97743c;LOR-500206;Lille;59000;31;F;Standard;1.5;51;L'Oréal Paris;Soin corps;Oui;2022-09-07
c848044ac8dfc6747a56;c5347cc9d9a2d5633fd5;LOR-500207;Lille;59000;59;F;Standard;0.9;68;Giorgio Armani;Soin corps;Non;2022-07-10
3b0d47d6da82909031ae;067ab52a92d787341f3f;LOR-500208;Boulogne;92100;54;F;Standard;1.2;86;Lancôme;Parfum;Oui;2022-01-06
4695ca81ac375d97c5f2;0c43f68a3903952bbbd0;LOR-500209;Marseille;13008;27;H;Premium;2.1;82;L'Oréal Paris;Cheveux;Oui;2024-09-04
5f6681e1e159532ed6bb;3205a5894683ad3f41ff;LOR-500210;Montpellier;34000;24;H;Standard;1.5;65;Garnier;Cheveux;Oui;2025-05-27
e6ca0e503cd61374dde3;73a13291db10897077f2;LOR-500211;Boulogne;92100;69;H;Découverte;0.9;43;Lancôme;Soin visage;Oui;2023-01-22
f2fe13047ab1db245bce;0f8593f7ee6e564c8da3;LOR-500212;Paris;75012;43;F;Premium;3.7;125;La Roche-Posay;Soin corps;Oui;2022-09-09
a660342e0acbe7e3cbf0;e8372f9d2beed65b2c48;LOR-500213;Paris;75012;37;F;Standard;1.4;63;Garnier;Soin corps;Non;2022-11-04
87330d9163627db93473;b3210277f12af49f82d9;LOR-500214;Paris;75012;59;F;Premium;4.2;134;Giorgio Armani;Parfum;Oui;2024-05-05
027b172ed57f64f68e5b;c0a57b92b036ae7bd4c3;LOR-500215;Marseille;13008;38;F;Standard;1.1;60;L'Oréal Paris;Soin visage;Oui;2023-03-04
3a1b58e601ec0e18eaef;e87b6286a60d5b9fcff4;LOR-500216;Lyon;69003;27;H;Premium;3.5;102;Lancôme;Parfum;Oui;2023-11-21
9999e31edda847273fad;13dcefcd7fa48e390767;LOR-500217;Montpellier;34000;34;F;Standard;1.4;69;La Roche-Posay;Parfum;Non;2023-10-14
767da7f41b53e550c280;165f8604a9c88ce7249e;LOR-500218;Marseille;13008;41;H;Premium;4.1;142;L'Oréal Paris;Parfum;Non;2024-04-04
942f8f76a14582258768;19deacbf86a02dac0bc1;LOR-500219;Lyon;69003;69;F;Premium;4.2;96;Yves Saint Laurent;Solaire;Oui;2023-11-05
d60d28160d74a7c85fee;27139ad8a75bea2cabfa;LOR-500220;Strasbourg;67000;53;H;Standard;1.7;74;La Roche-Posay;Solaire;Non;2024-09-11
2511794ee05515bc8a9e;4dd58464d7a6d3c438d4;LOR-500221;Strasbourg;67000;28;H;Premium;2.8;92;La Roche-Posay;Soin corps;Oui;2022-08-03
914a4a42f3bbcae9cd47;4e1df254ba57ebd4b3de;LOR-500222;Rennes;35000;48;H;Prestige;8.6;293;L'Oréal Paris;Parfum;Oui;2023-06-21
e2578ca8179644f02e5e;2f392c3e7197a849ac83;LOR-500223;Lyon;69003;63;H;Premium;2.7;94;La Roche-Posay;Cheveux;Oui;2025-04-09
4419819aa9f2b21991c9;1e600327e9b777d885cc;LOR-500224;Lyon;69003;49;F;Premium;2.5;83;Garnier;Maquillage;Oui;2022-02-23
a01f885f14e4e66e5813;e413b0d0ac7186be4689;LOR-500225;Strasbourg;67000;43;H;Premium;3.3;145;Kiehl's;Cheveux;Oui;2024-03-16
073db065fe4b2cea3e5d;1ab69594a2fc8cc6a788;LOR-500226;Rennes;35000;41;F;Premium;2.7;120;L'Oréal Paris;Soin corps;Oui;2023-06-24
de3966e1c1595f9261cc;6ee478e80d23cacafdfd;LOR-500227;Toulouse;31000;37;F;Premium;4.0;125;L'Oréal Paris;Parfum;Oui;2025-02-24
9083e632f9989b0476e2;4abff0d0cada05748252;LOR-500228;Saint-Denis;93200;25;F;Premium;4.3;119;Vichy;Maquillage;Non;2024-07-21
7e25685bd7e23218d58a;8838703db212fe9adf53;LOR-500229;Lyon;69003;55;F;Standard;0.9;79;Lancôme;Cheveux;Non;2024-08-08
469da1dbfb585736e75c;b67fa4afd22925ca1e51;LOR-500230;Strasbourg;67000;33;F;Standard;1.9;80;Vichy;Solaire;Non;2024-05-06
d086b158177f22e2cbb5;997c984b4ff5dc2dcdf6;LOR-500231;Nice;06000;67;H;Standard;1.4;81;La Roche-Posay;Soin corps;Oui;2024-08-11
8349cf095760e97e5a67;7e29bfab11593ba77882;LOR-500232;Marseille;13008;35;F;Standard;1.0;38;Yves Saint Laurent;Soin corps;Non;2025-12-18
c3f670326d15879005df;e2f9612ec934114d6d1c;LOR-500233;Montpellier;34000;42;H;Standard;1.8;69;Maybelline;Soin visage;Oui;2022-06-25
5fbf599d975ad02fd3a4;24f8a786825b78edafca;LOR-500234;Versailles;78000;55;H;Standard;1.9;62;Kiehl's;Cheveux;Oui;2022-02-06
3b422c9876bef11a3699;8f6b1c3824f61efbe6a2;LOR-500235;Nice;06000;43;F;Standard;1.4;84;Giorgio Armani;Cheveux;Oui;2022-05-11
4b5f6854d1b6922fd3a6;721f08eda75d630d0196;LOR-500236;Saint-Denis;93200;39;F;Standard;1.8;89;Yves Saint Laurent;Soin corps;Oui;2022-06-11
cbd166cb19fa50da2b48;82385f0eb4b5bf3a9187;LOR-500237;Grenoble;38000;31;F;Premium;4.3;91;Garnier;Cheveux;Oui;2025-12-01
7939bdcc46384882ad10;3343d18a028407d71eed;LOR-500238;Versailles;78000;55;H;Standard;1.6;71;Yves Saint Laurent;Soin visage;Oui;2023-10-16
f25176e27afa44ffe557;9ace14f2f8d2cb0e4c9d;LOR-500239;Lille;59000;47;H;Premium;2.8;153;Garnier;Soin visage;Non;2022-01-10
f59f8a8edb9e4b026ef6;bb5d8865884d1955557e;LOR-500240;Rennes;35000;49;F;Premium;2.7;123;Giorgio Armani;Soin corps;Oui;2023-08-03
4d0def0a7336c6022e18;facf56c49f8b983d7a7f;LOR-500241;Paris;75012;51;H;Premium;3.8;110;Lancôme;Solaire;Oui;2024-07-03
0358a7f7b6f975fe66e5;d81ea04f1a854805c412;LOR-500242;Rennes;35000;34;F;Premium;3.1;128;Kiehl's;Parfum;Oui;2022-02-13
5279fcd15ad11c2ce066;d32f53ee31bb371cac71;LOR-500243;Marseille;13008;32;H;Premium;3.7;110;Maybelline;Soin visage;Oui;2025-11-13
9591c6d18fead2770951;9c78430cf361643ab457;LOR-500244;Lyon;69003;28;F;Premium;2.6;112;Lancôme;Soin visage;Non;2025-06-21
39251f5f45cbaccc2391;a563acb9c7b3988eee11;LOR-500245;Paris;75012;38;H;Découverte;0.5;27;Giorgio Armani;Solaire;Non;2022-03-16
812efd754b8d66e2c5e1;14503f961808e3f5af85;LOR-500246;Bordeaux;33000;34;H;Découverte;0.6;60;L'Oréal Paris;Soin corps;Oui;2023-10-11
f4c76a5cbeb19a7fcb7d;c6a06d6d1b0734a63baf;LOR-500247;Montpellier;34000;43;F;Standard;1.5;51;Lancôme;Cheveux;Oui;2023-09-18
6619f904a14d477d0d05;d463539fb9bffd13115a;LOR-500248;Saint-Denis;93200;52;H;Standard;1.3;42;La Roche-Posay;Cheveux;Non;2025-03-28
b97894b3c14a7a82aa51;2f13461ff323cba8408b;LOR-500249;Versailles;78000;49;F;Premium;4.2;151;Vichy;Parfum;Non;2022-04-10
9f7613c683a2f9d827d7;41d19069060c81c25800;LOR-500250;Montpellier;34000;18;H;Découverte;0.7;48;La Roche-Posay;Cheveux;Oui;2023-04-13
73b3a86eedbc4841adc7;655f84f14493ef7c3077;LOR-500251;Boulogne;92100;67;F;Premium;2.0;157;Yves Saint Laurent;Parfum;Oui;2025-01-06
a6d34e141bf463fb85ed;f04e6296482fcb3de113;LOR-500252;Saint-Denis;93200;75;F;Premium;2.9;88;Giorgio Armani;Soin visage;Non;2022-12-21
591c5ebb97100a5a9552;befe0484b86c30872c5e;LOR-500253;Saint-Denis;93200;29;F;Premium;2.0;143;L'Oréal Paris;Soin visage;Non;2023-03-09
816459b2246583ec5ee2;4eb98465759707173497;LOR-500254;Montpellier;34000;40;F;Premium;4.1;158;Kiehl's;Maquillage;Oui;2025-01-19
2da1c416924420c31757;9f78e984fed7a6437790;LOR-500255;Marseille;13008;41;H;Standard;1.3;48;La Roche-Posay;Soin visage;Oui;2024-03-06
e11d82a4ee3c65707f83;a21b190fad05b93ca224;LOR-500256;Saint-Denis;93200;25;F;Premium;4.2;92;Lancôme;Soin visage;Oui;2024-07-17
faf66b9c4689a0db8ccf;589d1ccac4d52dcbf376;LOR-500257;Paris;75012;37;F;Premium;2.5;137;Kiehl's;Soin visage;Oui;2024-04-13
a0d462ffd663c81d1d3e;914adff5390be368e57a;LOR-500258;Lille;59000;37;F;Découverte;0.4;20;Maybelline;Soin corps;Non;2024-01-02
7ef5b5a09567fd152767;44592f94ae41be3f96f4;LOR-500259;Rennes;35000;36;F;Prestige;5.2;146;Yves Saint Laurent;Maquillage;Oui;2025-03-06
8035867f86a297535cb1;0d108fa02799812a0457;LOR-500260;Rennes;35000;55;H;Prestige;5.0;260;Kiehl's;Maquillage;Oui;2022-05-11
6a6e598aef764a172f83;08048d58e38a912dffc5;LOR-500261;Strasbourg;67000;61;H;Découverte;0.4;30;Yves Saint Laurent;Soin corps;Oui;2025-05-10
d9bf7fee97fb26a85be3;4f9475d76923440e86b6;LOR-500262;Marseille;13008;40;H;Premium;4.4;96;Yves Saint Laurent;Solaire;Oui;2022-03-11
540821295e2c14fa5cd7;880ee0ef676ab3b7f816;LOR-500263;Grenoble;38000;39;F;Premium;2.7;154;Maybelline;Soin corps;Oui;2025-10-01
9379c61fdafccaec6257;f71e39c3f8d1c8cc5010;LOR-500264;Montpellier;34000;75;H;Premium;3.6;140;Maybelline;Cheveux;Oui;2022-11-05
6cb8b1a31b534d7e04d8;369d1c796208955f2f0e;LOR-500265;Lyon;69003;21;F;Premium;3.7;84;Yves Saint Laurent;Parfum;Non;2022-03-26
cb9dc1fb4782b5d71242;74d6dec12bdb3ee38f5e;LOR-500266;Strasbourg;67000;45;F;Premium;4.5;132;Vichy;Cheveux;Non;2025-03-07
f530cd3673dba113fe63;db217681b4b84817e82a;LOR-500267;Grenoble;38000;54;H;Premium;4.3;113;Giorgio Armani;Soin corps;Non;2022-10-04
b41afa32f899b0c08a73;7d838c5231aac63468c0;LOR-500268;Nice;06000;20;H;Standard;1.5;38;Garnier;Maquillage;Oui;2023-04-26
dc5b9854c6fc5a0339f1;cc64a93598369e0b3ad3;LOR-500269;Toulouse;31000;37;F;Premium;3.4;144;Garnier;Soin corps;Oui;2024-07-06
9b2d4949d27a4cd44689;48a1b93d2c422a9baec8;LOR-500270;Lille;59000;20;H;Premium;2.4;98;La Roche-Posay;Soin visage;Oui;2023-01-02
bd9f2bb06a451011a0d8;64617efaa3d26b008d96;LOR-500271;Lyon;69003;59;H;Prestige;6.7;243;Lancôme;Soin visage;Non;2022-02-09
05dca52cb9ee90d2655b;b76d682901ec72a500ab;LOR-500272;Marseille;13008;20;F;Prestige;8.0;238;Giorgio Armani;Maquillage;Non;2025-04-15
fe6384561ea5a4b3dc36;a13a5a0e34c229b9fbfe;LOR-500273;Strasbourg;67000;27;H;Standard;1.7;59;La Roche-Posay;Parfum;Non;2022-09-14
e6f85f10466e474da167;dc511962861850a17dc0;LOR-500274;Toulouse;31000;27;H;Premium;2.6;145;Vichy;Soin visage;Oui;2023-08-03
868d53addb9b0c82d2ea;80d7def1f9a8ea729625;LOR-500275;Marseille;13008;30;F;Découverte;0.7;52;L'Oréal Paris;Maquillage;Oui;2023-11-09
143b0efb54d620f195bc;305fc9ee55b52404f0d3;LOR-500276;Rennes;35000;54;H;Standard;1.0;61;La Roche-Posay;Soin corps;Non;2024-05-19
567cf735c18c120303e9;018a01f5fd0a71d8cc6c;LOR-500277;Bordeaux;33000;35;F;Découverte;0.8;28;Lancôme;Maquillage;Non;2022-12-17
b1569c2aab7f60f5b654;b203097a02bfdcf70364;LOR-500278;Marseille;13008;53;H;Premium;2.6;80;Lancôme;Cheveux;Oui;2022-08-09
5d95afaabd7f56b6435c;4fae85c9cd22e22851d3;LOR-500279;Boulogne;92100;38;F;Standard;1.7;54;Giorgio Armani;Parfum;Oui;2022-01-10
8ca78cdc924d7474aa31;4eda56be04d2746dc125;LOR-500280;Montpellier;34000;27;F;Prestige;7.1;224;Vichy;Soin visage;Non;2023-11-11
e58b4d68b3f1f4c83109;4cdb609047beca3ee817;LOR-500281;Marseille;13008;48;H;Premium;3.7;87;Giorgio Armani;Soin visage;Oui;2025-07-01
75a5c2d838291cab71d4;7f60d1d09478258389fe;LOR-500282;Nice;06000;22;F;Prestige;4.6;162;Vichy;Soin visage;Oui;2022-03-01
620e71153e445ba89784;84edc4680d86741a9caf;LOR-500283;Toulouse;31000;63;F;Standard;1.2;83;L'Oréal Paris;Parfum;Oui;2022-05-21
3f12529653b572dba1f9;5c5ad16a83c4bc0cb3e4;LOR-500284;Lyon;69003;22;F;Premium;3.1;129;Yves Saint Laurent;Parfum;Oui;2022-06-16
675cf3e55a4dda59ee0e;c23bb2925d458ee8642b;LOR-500285;Strasbourg;67000;42;F;Standard;2.0;50;Vichy;Soin visage;Oui;2025-09-06
d5ac803a53e60f0a8b6f;db4fad3b59ffd8ce2722;LOR-500286;Strasbourg;67000;25;H;Premium;2.3;130;Vichy;Soin corps;Non;2025-06-23
07091ff1b8f0725347a0;bebe33fb007c630abf94;LOR-500287;Rennes;35000;28;F;Standard;1.1;61;Garnier;Parfum;Non;2024-08-15
50203e228a5d33fb90e5;20a3006f5a20481a7378;LOR-500288;Bordeaux;33000;49;F;Standard;1.6;41;Garnier;Cheveux;Oui;2024-03-05
5f06fa685687337d7d1c;4016c0d9c6f81ba8d902;LOR-500289;Lyon;69003;27;F;Premium;4.0;128;Kiehl's;Soin visage;Oui;2025-05-20
d2571bc97ab1dac3a6ee;4363ef13a88b34af787b;LOR-500290;Montpellier;34000;33;H;Standard;1.5;86;Yves Saint Laurent;Soin visage;Oui;2025-04-18
22a6b6087eff59c5a5fb;4e7be7b0817e7ab2a2d8;LOR-500291;Montpellier;34000;32;H;Premium;3.2;119;L'Oréal Paris;Cheveux;Non;2023-12-03
18d6670fca5cf4b80885;5060da8b969c08b79e07;LOR-500292;Lille;59000;61;F;Premium;4.0;113;Yves Saint Laurent;Soin visage;Oui;2023-02-06
70cd5228981a5facd08c;bd9f119737b187449a9d;LOR-500293;Lyon;69003;34;F;Standard;1.7;90;Vichy;Soin visage;Oui;2025-01-27
ec8d274f50276e8ebdd3;4c7531d26db45d8f3882;LOR-500294;Marseille;13008;34;H;Découverte;0.9;32;Lancôme;Solaire;Oui;2022-10-15
a1e0212d8b7f23a4e7ae;e0da4f3f30c145085f08;LOR-500295;Bordeaux;33000;45;F;Premium;3.5;84;Maybelline;Soin visage;Oui;2022-12-16
b770b34b44e75965ef44;8fa58d75aecbc97845aa;LOR-500296;Boulogne;92100;30;F;Standard;1.6;83;Kiehl's;Parfum;Non;2022-12-17
9eaef264c8f84f9e3547;9421ce8f01f79f7ebc10;LOR-500297;Boulogne;92100;58;H;Premium;2.7;122;Lancôme;Solaire;Oui;2022-04-15
22ecfaf6fa29c987a0cb;6442390c92ffaa26a097;LOR-500298;Strasbourg;67000;44;F;Premium;2.4;151;Lancôme;Soin corps;Oui;2025-10-25
0fbcb0ee78f038cdd2fd;5ec26bf3b84321d9e544;LOR-500299;Rennes;35000;53;F;Prestige;5.1;281;Kiehl's;Maquillage;Oui;2025-05-16
a80316d7ebb3df19a0d6;d147eaaba5db7c55a0b3;LOR-500300;Boulogne;92100;59;F;Premium;2.5;133;Lancôme;Maquillage;Oui;2022-11-24
609fa5a462bdc8a1e9d3;df8a649b7fcef494846d;LOR-500301;Montpellier;34000;21;F;Standard;1.8;76;L'Oréal Paris;Maquillage;Oui;2023-07-06
52734ae668b5bf8bb53f;37cf1c4299f989c12336;LOR-500302;Saint-Denis;93200;51;F;Premium;3.0;128;Maybelline;Parfum;Oui;2025-01-13
5ace456afdfd08ae5fd7;d38c072488ff26483d16;LOR-500303;Grenoble;38000;46;F;Standard;1.3;89;Kiehl's;Soin visage;Oui;2022-12-04
54e8c3ea0445b44810bc;06ba016d32b9da0e35c0;LOR-500304;Paris;75012;29;F;Standard;1.3;47;Garnier;Parfum;Oui;2024-04-23
4724622f0a191ae98b3b;fbf257a5b3e07f0f1a8d;LOR-500305;Toulouse;31000;32;H;Standard;1.1;67;Lancôme;Soin visage;Oui;2022-12-14
8a82b5ae8d5f9153da48;255e3691434880aa77ca;LOR-500306;Nantes;44000;52;F;Standard;1.2;58;Maybelline;Solaire;Oui;2025-12-10
86b825b0fd4056ec9e58;aaad51c32d24d8b0a5ff;LOR-500307;Lyon;69003;45;F;Premium;2.6;109;Yves Saint Laurent;Soin visage;Oui;2022-02-25
9a011e50aa7bf716443e;1c3f3f9f2d0cc2ac3d8c;LOR-500308;Lille;59000;43;H;Premium;2.6;134;Maybelline;Maquillage;Non;2024-06-24
9345f5c4d7c164591ea3;04077d047d8c1c92b1eb;LOR-500309;Marseille;13008;18;H;Standard;1.7;86;Giorgio Armani;Cheveux;Oui;2025-09-04
5ddffb8fea46ed195e62;e196218a0f5667f551ee;LOR-500310;Grenoble;38000;54;H;Premium;2.9;139;Vichy;Soin visage;Oui;2024-05-14
6f9b328df5b16cd65bf3;22884bcb4233e871a266;LOR-500311;Lyon;69003;41;F;Standard;1.1;37;Maybelline;Soin visage;Oui;2025-04-02
f73f8b3523d040fddef1;24e5258a46ba36c46de2;LOR-500312;Rennes;35000;26;H;Standard;1.8;76;Lancôme;Maquillage;Oui;2025-06-10
0c2383ee78b1673a48a1;50ebe0aad9b7f55b4736;LOR-500313;Grenoble;38000;29;F;Découverte;0.5;40;Maybelline;Solaire;Oui;2025-01-06
76b6c8204df31b8b5260;ffffd70a354aa8199c77;LOR-500314;Strasbourg;67000;57;F;Premium;3.9;137;L'Oréal Paris;Soin visage;Oui;2025-07-09
1eb11389af49d2c3cfba;d394ff3cabf9ee2e8bd6;LOR-500315;Grenoble;38000;39;F;Premium;4.2;106;Garnier;Soin corps;Oui;2025-12-05
8efbf3f9de62e3d9f2ea;1aed78e77841beeff33d;LOR-500316;Boulogne;92100;38;H;Premium;4.2;157;Lancôme;Parfum;Non;2025-10-22
88e674542c6d8691f2e2;07f3d7069e8e29997b24;LOR-500317;Montpellier;34000;28;F;Premium;2.8;124;Garnier;Cheveux;Oui;2025-04-19
755589e99a8790045f34;4c3a6fd8e500c436fec2;LOR-500318;Montpellier;34000;25;F;Premium;4.3;81;La Roche-Posay;Soin corps;Oui;2022-12-16
abc974ddf685c4d5849f;f63a689432c55cb4044e;LOR-500319;Toulouse;31000;59;H;Premium;3.2;89;Garnier;Parfum;Oui;2023-08-07
3b08343c520169d83e31;b9c576cad1ac3c72a717;LOR-500320;Rennes;35000;42;F;Découverte;0.4;29;Yves Saint Laurent;Soin visage;Oui;2025-06-21
01b92757f63d774b9b4b;bf64d937f24b426b6d46;LOR-500321;Boulogne;92100;19;H;Découverte;0.6;59;Garnier;Parfum;Oui;2024-05-27
5d1f7420c35ed4f0a4fe;cdaad2df82d86a0d1578;LOR-500322;Nice;06000;23;F;Premium;2.6;154;Kiehl's;Maquillage;Oui;2023-12-14
27513864752906904e32;38ea04f8b9223f17f6d8;LOR-500323;Bordeaux;33000;55;F;Découverte;1.0;45;Maybelline;Soin visage;Oui;2025-09-01
3ef4f0ef5553159fa521;da577fb4ee305a1fab05;LOR-500324;Boulogne;92100;33;H;Découverte;0.9;48;Lancôme;Parfum;Non;2022-01-10
16d073c55471e3569451;a914c898747d927a9470;LOR-500325;Saint-Denis;93200;42;F;Standard;1.4;71;Yves Saint Laurent;Soin corps;Oui;2024-08-14
fd5783d47c7c287bb43e;b854311e604dbc631680;LOR-500326;Marseille;13008;38;F;Découverte;0.7;23;La Roche-Posay;Cheveux;Non;2024-02-23
a615bd64dbf0a25adefb;abd2beb512156a5d1338;LOR-500327;Marseille;13008;59;F;Standard;1.4;69;Yves Saint Laurent;Soin corps;Oui;2024-11-02
861415e24ce9df14d9d3;d6ed24adb72b8eb623f1;LOR-500328;Saint-Denis;93200;48;F;Premium;4.0;137;Kiehl's;Soin corps;Oui;2024-06-07
948e5e280251edf09d09;318dabd2c066fdfdaa30;LOR-500329;Nantes;44000;50;F;Standard;1.5;89;L'Oréal Paris;Soin visage;Oui;2025-06-25
c67885f69e8ebd7d799c;d6848e10d145a60b7448;LOR-500330;Nice;06000;62;F;Premium;2.4;152;Lancôme;Maquillage;Oui;2022-06-25
41480fb55908d3bf02d9;8a7c6d284bbdc234c5c9;LOR-500331;Toulouse;31000;37;F;Standard;1.5;37;Kiehl's;Maquillage;Oui;2023-04-07
dcfbeb36f7d574d854b8;0509042bd09a16dc1ffd;LOR-500332;Lyon;69003;71;H;Premium;2.6;122;Giorgio Armani;Parfum;Oui;2024-12-22
e9342b0176aa45f41737;6742b1b8340a67583583;LOR-500333;Nice;06000;42;H;Découverte;0.7;33;Giorgio Armani;Maquillage;Oui;2023-05-28
13dffd47d6e59c2543aa;dad61ec682816e4aefb0;LOR-500334;Montpellier;34000;33;F;Premium;3.5;124;Giorgio Armani;Soin visage;Oui;2024-05-03
0c00bbf9cce8197d45aa;be1ac7cc463fbc37bf84;LOR-500335;Marseille;13008;61;H;Premium;3.1;158;Lancôme;Soin visage;Oui;2023-08-13
473532b35892ee712d2f;cd7f235738f45151be7d;LOR-500336;Versailles;78000;50;H;Premium;2.8;129;L'Oréal Paris;Solaire;Oui;2023-08-11
