hash_email;hash_phone;client_id_carrefour;ville;postal;region;age;genre;segment_carrefour;panier_moy_eur;visites_par_mois;derniere_visite;anciennete_mois;rayon_pref
b945882ae9e6e17b376d;8e9f4f620ae6a814dc80;CAR-100165;Versailles;78000;Île-de-France;75;F;Fidèle;96;2.6;2026-02-21;171;Mode
2185bd166f254ab6ca89;f30388c56fd76929284d;CAR-100166;Toulouse;31000;Occitanie;46;F;Fidèle;137;4.0;2026-01-01;28;Jardin
a061c2d3810160bbb880;0a5cef6d8dba1166dd9e;CAR-100167;Toulouse;31000;Occitanie;47;F;Occasionnel;42;1.9;2026-01-14;94;Maison
443ea363a269cd7c7d32;2e4c7b50d952f7d8d6da;CAR-100168;Lyon;69003;Auvergne-Rhône-Alpes;31;F;Fidèle;129;2.8;2025-11-30;68;Jardin
ee414d0bdc47f08d6d8f;6167beaa445d50bd2b4f;CAR-100169;Grenoble;38000;Auvergne-Rhône-Alpes;73;H;Fidèle;143;2.5;2026-02-11;147;Jardin
2c2ba494565b6be3c4a7;f56ba5dabd2a0b212104;CAR-100170;Nice;06000;PACA;39;H;Occasionnel;40;1.7;2026-02-27;22;Maison
bccf99c38fae157b36fd;8b0141fa95208fdf810e;CAR-100171;Bordeaux;33000;Nouvelle-Aquitaine;54;H;Fidèle;162;3.3;2026-03-12;60;Maison
3b0d47d6da82909031ae;067ab52a92d787341f3f;CAR-100172;Nice;06000;PACA;54;F;VIP;276;7.1;2025-12-15;128;Alimentaire
818184aa96a2b661751b;8bd030ad8a8a538f2119;CAR-100173;Nantes;44000;Pays de la Loire;62;F;Occasionnel;65;0.8;2026-03-07;91;Bébé-Enfant
37725074cd36dc4c9b6d;b98c8165bd11434d192a;CAR-100174;Marseille;13008;PACA;36;F;Occasionnel;68;0.5;2026-01-05;35;Hygiène-Beauté
92ead4ff055ceeb2cf37;c65a1aa4f7cadfdfea5e;CAR-100175;Grenoble;38000;Auvergne-Rhône-Alpes;28;F;Fidèle;81;3.4;2026-01-31;49;Électronique
4efed114d1f48767ae7a;8712b9b4b6673c771ae8;CAR-100176;Toulouse;31000;Occitanie;38;H;Nouveau;37;1.4;2026-02-19;165;Bébé-Enfant
9ec6e072413b30c4ced9;5292485d764cd5404561;CAR-100177;Lyon;69003;Auvergne-Rhône-Alpes;31;F;VIP;258;7.4;2026-03-09;150;Alimentaire
b4f51f0df2bf3bda7dab;6af498df232193d828e5;CAR-100178;Rennes;35000;Bretagne;26;F;VIP;253;7.8;2026-01-26;134;Jardin
d59b8dcee6880d75f87b;e9beefeac22e3d3b4251;CAR-100179;Nantes;44000;Pays de la Loire;68;F;Nouveau;45;0.2;2025-12-31;139;Jardin
b7b1915e252a423611d2;55d7db1d795b2d53bc81;CAR-100180;Strasbourg;67000;Grand Est;48;H;Fidèle;162;3.9;2025-12-05;60;Hygiène-Beauté
9999e31edda847273fad;13dcefcd7fa48e390767;CAR-100181;Boulogne;92100;Île-de-France;34;F;VIP;214;5.7;2026-01-03;66;Bébé-Enfant
5c9c21d08125b897fe19;9ec244fe34f87b8c475a;CAR-100182;Toulouse;31000;Occitanie;28;H;Occasionnel;49;1.6;2025-12-02;81;Jardin
8d500f8293f7642b3811;d3c0bc097036af31781a;CAR-100183;Lyon;69003;Auvergne-Rhône-Alpes;28;H;Occasionnel;69;1.2;2026-03-30;92;Jardin
5d8e4af1baa53c4e5150;af7507acfe5d7c65c56d;CAR-100184;Lyon;69003;Auvergne-Rhône-Alpes;74;F;Fidèle;76;2.2;2025-12-04;127;Alimentaire
4ffb5d06c28efd79794f;48e71fabfdb7892ee8d0;CAR-100185;Bordeaux;33000;Nouvelle-Aquitaine;65;F;Fidèle;103;2.7;2026-03-17;115;Jardin
29b73a70169e7acbb0e9;df3ac08913adb202ab65;CAR-100186;Toulouse;31000;Occitanie;18;F;Occasionnel;52;1.8;2026-02-22;13;Hygiène-Beauté
f5f1ecea8e9158a0d639;aa69cb43a45b85e94e92;CAR-100187;Nantes;44000;Pays de la Loire;24;H;Fidèle;79;3.0;2026-01-27;143;Électronique
6590b98579be9637590a;238171ad9039300a5d6c;CAR-100188;Saint-Denis;93200;Île-de-France;43;F;Occasionnel;78;1.6;2026-02-09;36;Alimentaire
f6fab1be52a47e2383a8;2de4718d233e76c483af;CAR-100189;Lille;59000;Hauts-de-France;19;H;Nouveau;42;1.1;2026-02-04;155;Jardin
e12ac12f2b588693bde6;de93e4cb1aac9b6e5e3e;CAR-100190;Marseille;13008;PACA;73;H;VIP;302;4.3;2026-02-27;74;Bébé-Enfant
4ad18e2b688ead1ce81b;4cdc44b5ad1c648dc2b3;CAR-100191;Grenoble;38000;Auvergne-Rhône-Alpes;42;H;VIP;247;7.3;2025-12-27;131;Mode
759182930465589e6bde;a1d82d430b39d6511044;CAR-100192;Boulogne;92100;Île-de-France;45;H;Fidèle;155;2.3;2026-03-12;112;Alimentaire
b65c521b4bd695624a73;f451d6a40769564f69df;CAR-100193;Nantes;44000;Pays de la Loire;31;F;Occasionnel;54;2.0;2026-01-28;18;Mode
1303544d86a091b7bebf;60641c6728e02f326b69;CAR-100194;Boulogne;92100;Île-de-France;31;F;Fidèle;113;3.9;2026-03-24;49;Alimentaire
9cc586d2214eb7a492d9;2780da0fc337bca713ee;CAR-100195;Rennes;35000;Bretagne;38;H;VIP;262;5.1;2026-02-12;88;Maison
5f6681e1e159532ed6bb;3205a5894683ad3f41ff;CAR-100196;Versailles;78000;Île-de-France;24;H;VIP;183;7.4;2026-01-14;138;Mode
cd478f1c4b5c362d2f18;819ced65cd83d60e517b;CAR-100197;Paris;75012;Île-de-France;49;F;Fidèle;101;2.2;2026-01-14;170;Bébé-Enfant
8e062685728ae754800c;5daaf2e0fd01e91780b5;CAR-100198;Strasbourg;67000;Grand Est;36;F;Fidèle;87;2.6;2025-12-28;42;Alimentaire
75671baafa3dfe110003;867c3529966ebb950860;CAR-100199;Lille;59000;Hauts-de-France;43;F;Fidèle;145;3.5;2025-12-06;96;Électronique
d3f527797902149db966;ac4e0ecf776439688488;CAR-100200;Nice;06000;PACA;47;F;Occasionnel;34;1.3;2026-02-23;36;Maison
e9274d6298baf185c751;8cb6afdb783d4617b0f6;CAR-100201;Strasbourg;67000;Grand Est;51;F;VIP;324;4.8;2026-03-21;45;Électronique
15566d3dafa5bbee410e;f3a811648bb7c54c9677;CAR-100202;Toulouse;31000;Occitanie;54;H;Occasionnel;79;0.8;2026-01-14;5;Bébé-Enfant
5fbac83c6f4bcb3e8382;1250416fab5eac72c716;CAR-100203;Lyon;69003;Auvergne-Rhône-Alpes;30;F;Occasionnel;76;0.9;2026-03-09;60;Alimentaire
5aefda4c29c82d620892;a9ce7325c705ed097019;CAR-100204;Paris;75012;Île-de-France;36;F;Occasionnel;70;0.7;2026-01-07;66;Bébé-Enfant
190b5caafc34fa366293;9dedadf3bb5878ce65d7;CAR-100205;Boulogne;92100;Île-de-France;23;F;Fidèle;75;3.9;2026-01-19;70;Jardin
c96697054e7b7d5196bc;8bc6a781c158928af80a;CAR-100206;Bordeaux;33000;Nouvelle-Aquitaine;36;F;Fidèle;112;2.0;2026-03-08;68;Alimentaire
e9b706addffa8f15ae5b;eb600a796c0c2f9221da;CAR-100207;Nice;06000;PACA;63;H;Occasionnel;76;0.9;2026-01-19;55;Bébé-Enfant
ba944766f1c580d5958b;e22514870188589efb53;CAR-100208;Grenoble;38000;Auvergne-Rhône-Alpes;46;F;Fidèle;109;3.7;2025-12-28;114;Maison
e56dbf498330a63c48b3;e97d7c6bb613dda937b4;CAR-100209;Grenoble;38000;Auvergne-Rhône-Alpes;41;H;Fidèle;86;3.6;2026-03-07;168;Maison
ed2a52ff2b569edb16ce;d7df6d7e4a13e58cc63a;CAR-100210;Boulogne;92100;Île-de-France;47;H;VIP;221;6.4;2026-01-07;106;Alimentaire
07225271bd72f11c4842;35f1d6d2d52d56e3ddda;CAR-100211;Versailles;78000;Île-de-France;62;F;Occasionnel;78;0.5;2025-12-14;167;Alimentaire
cb0ebb689a864dee4dc3;87667f93636f8198f822;CAR-100212;Strasbourg;67000;Grand Est;36;F;Fidèle;109;3.6;2025-12-26;89;Bébé-Enfant
7b02c732d4a86da4004f;660ccbe70e74b87e8c1f;CAR-100213;Marseille;13008;PACA;37;F;Occasionnel;60;0.7;2026-02-27;17;Mode
48e958bbda2ee9de0c04;9bf8fb9668a68084579f;CAR-100214;Saint-Denis;93200;Île-de-France;49;H;Occasionnel;37;0.9;2026-02-05;39;Alimentaire
2d8b4d103a8d9a946b34;4bdd32884cec73940cd5;CAR-100215;Nantes;44000;Pays de la Loire;26;H;Nouveau;44;1.3;2026-01-02;31;Électronique
0231b7b41fc7ef094716;63f7d68c892d805d01a0;CAR-100216;Boulogne;92100;Île-de-France;19;H;Fidèle;103;3.2;2026-03-20;14;Mode
aa09aa0c6389bd0435cb;fe32e254c9be0ab04eed;CAR-100217;Nice;06000;PACA;56;H;Fidèle;142;2.9;2025-12-16;76;Maison
4d43ff1bab00c2685046;843cb66386a4f11b5d6d;CAR-100218;Paris;75012;Île-de-France;53;F;Occasionnel;72;1.6;2025-12-10;41;Bébé-Enfant
85039f4b04015399e1b0;201829592e5382ffd12a;CAR-100219;Nice;06000;PACA;53;F;Occasionnel;54;1.2;2026-02-04;74;Hygiène-Beauté
c0c39fb9ce039575a4e4;57ef1c45d9f874107f68;CAR-100220;Nice;06000;PACA;73;F;VIP;212;5.4;2025-12-19;165;Maison
5faeacea21500ea334cc;ad52ba2382c3cd4126e7;CAR-100221;Nantes;44000;Pays de la Loire;29;F;Fidèle;124;3.1;2026-03-20;151;Jardin
2e2e7dd663ea5bb991a0;5ea6d51cdf349b13aea0;CAR-100222;Saint-Denis;93200;Île-de-France;69;F;Fidèle;174;2.2;2026-03-28;95;Mode
4781232e90fce2dc0324;0e303fd5c73c0057ceef;CAR-100223;Rennes;35000;Bretagne;53;H;Fidèle;89;3.7;2026-03-12;144;Électronique
e790ff553c10641e7709;30568f68ba4889a74036;CAR-100224;Grenoble;38000;Auvergne-Rhône-Alpes;55;H;Fidèle;82;3.4;2026-02-04;98;Alimentaire
8089c77a0438a721e8ae;8ac3cf0d3ad8f92c1897;CAR-100225;Lyon;69003;Auvergne-Rhône-Alpes;28;H;Occasionnel;60;1.0;2026-03-29;148;Bébé-Enfant
9366108bc86bf0500d6d;81effac3e57af83df24e;CAR-100226;Nantes;44000;Pays de la Loire;44;F;Occasionnel;41;1.5;2025-12-28;89;Électronique
5589393dee2738b7a9a0;3556826e275d9b989d8c;CAR-100227;Marseille;13008;PACA;66;F;Occasionnel;37;1.4;2026-03-29;104;Bébé-Enfant
a1b6ea8c117cff12212d;47437a7649ae86b54a01;CAR-100228;Marseille;13008;PACA;40;H;Fidèle;145;3.0;2026-02-24;26;Mode
2ca758f0bc98187e1b9e;1c6db555ea3ae726a5d6;CAR-100229;Strasbourg;67000;Grand Est;26;F;Fidèle;170;2.4;2026-01-12;22;Bébé-Enfant
372cd6bfef9d67051346;fa609a251476a4c2a23c;CAR-100230;Nantes;44000;Pays de la Loire;60;H;Occasionnel;71;0.6;2026-03-06;72;Alimentaire
00c33a4c83c4dbd18bef;5b8447f9dcd502926d91;CAR-100231;Nice;06000;PACA;35;F;VIP;272;4.1;2026-03-29;82;Hygiène-Beauté
6d195475d0bc9915731f;3125c0d1b3d9aa960a21;CAR-100232;Paris;75012;Île-de-France;25;H;Occasionnel;47;1.3;2026-03-24;83;Alimentaire
4b3b079454641134fa59;9fa6f691cd49902c844d;CAR-100233;Lille;59000;Hauts-de-France;54;F;Nouveau;38;0.7;2026-03-14;175;Alimentaire
bb81e99755ba8bdd64bc;732941c8860c35792757;CAR-100234;Saint-Denis;93200;Île-de-France;49;F;Fidèle;87;3.2;2026-03-26;77;Hygiène-Beauté
3ec427d82a3a79f5b86c;4a905c8e0b7a47a19235;CAR-100235;Marseille;13008;PACA;58;H;Fidèle;85;2.5;2025-12-22;44;Mode
97e694e00a724fbe8be7;2757fcfa04b7e396d024;CAR-100236;Saint-Denis;93200;Île-de-France;26;F;Occasionnel;63;1.0;2025-11-30;113;Alimentaire
f20435efc77c2549c59b;0f9d51f42ed0a5a6668f;CAR-100237;Lyon;69003;Auvergne-Rhône-Alpes;31;F;Nouveau;59;1.5;2025-12-17;6;Hygiène-Beauté
4b1a73f6cd83b5cc491c;d5299318d58a745aa56c;CAR-100238;Lyon;69003;Auvergne-Rhône-Alpes;24;F;Occasionnel;80;0.8;2026-02-23;150;Maison
029c359e285a0b8ad15b;6590fdccdaa2b5f43cdf;CAR-100239;Rennes;35000;Bretagne;23;F;Fidèle;97;4.0;2026-01-06;38;Alimentaire
72d5ef22eaedd06e7da8;e22be08ad61e1dd5bf02;CAR-100240;Lille;59000;Hauts-de-France;37;F;Nouveau;38;0.4;2026-01-24;162;Maison
6b9e8711df75c514bf2b;66af48eef0fdb5c8b40a;CAR-100241;Paris;75012;Île-de-France;25;H;Fidèle;139;4.0;2025-12-26;65;Jardin
5467dfe0c3886f79b557;9a0af7a366f30d6fef12;CAR-100242;Saint-Denis;93200;Île-de-France;58;F;Occasionnel;36;1.8;2026-01-30;174;Alimentaire
ef01eb94eb114b9eeeb9;07d5495440705632fec4;CAR-100243;Nantes;44000;Pays de la Loire;53;H;Fidèle;157;2.4;2025-12-22;113;Hygiène-Beauté
c80de20bb9b797ade122;0f32fe231ba86fc50aa6;CAR-100244;Paris;75012;Île-de-France;23;F;Fidèle;115;3.4;2026-01-20;42;Électronique
8307bf8d2e3b915d05f5;bf53e3ea70bb5febb8e9;CAR-100245;Versailles;78000;Île-de-France;50;H;Fidèle;115;3.5;2026-02-03;124;Hygiène-Beauté
680587b9512e5722d2c3;96f0aa00539769847bd4;CAR-100246;Nantes;44000;Pays de la Loire;52;H;VIP;185;5.1;2026-03-20;79;Bébé-Enfant
85d366c9292b4a2e40b5;eea5bd6cabf4d8b8b491;CAR-100247;Nantes;44000;Pays de la Loire;52;F;Occasionnel;43;0.6;2026-02-15;79;Hygiène-Beauté
4724622f0a191ae98b3b;fbf257a5b3e07f0f1a8d;CAR-100248;Grenoble;38000;Auvergne-Rhône-Alpes;32;H;Fidèle;136;2.3;2026-01-16;102;Bébé-Enfant
1cd1ecbbc00b0f4ee7c7;7c943efc3d8acba9c043;CAR-100249;Grenoble;38000;Auvergne-Rhône-Alpes;36;F;VIP;332;6.7;2025-12-25;84;Alimentaire
9ff5a1f4ff1eb5b295dd;8ad3cc2fbf17e208dc0d;CAR-100250;Paris;75012;Île-de-France;27;H;Fidèle;93;3.9;2026-02-01;35;Jardin
a1682985d5a9914bd716;d469916dd436dd3583ca;CAR-100251;Nice;06000;PACA;55;H;Fidèle;87;2.4;2026-02-10;58;Maison
c516127308a09b3db4e5;715d0eb86c385d0b46dc;CAR-100252;Saint-Denis;93200;Île-de-France;21;F;Fidèle;161;2.7;2025-12-09;34;Jardin
4f37eaca9bbe43e24ff7;fdbeda2a5803fffaa5bc;CAR-100253;Lyon;69003;Auvergne-Rhône-Alpes;21;F;Fidèle;127;3.1;2025-12-02;48;Électronique
bf080b3d5d42dc1de949;7e9e43ea98ce75683954;CAR-100254;Nantes;44000;Pays de la Loire;74;F;Fidèle;145;2.8;2026-01-08;75;Jardin
8fe090c6028eb63f28cd;912423f884afc3d136d1;CAR-100255;Versailles;78000;Île-de-France;59;F;Occasionnel;36;1.1;2026-01-10;142;Alimentaire
9a13bdf9358ef20410f2;ece2f77ca60974eb5eeb;CAR-100256;Nantes;44000;Pays de la Loire;32;F;Occasionnel;32;0.8;2026-03-16;53;Bébé-Enfant
2d6b71aea077dfb4f354;bfd6cf0a8eb58a0e85ee;CAR-100257;Paris;75012;Île-de-France;30;H;Fidèle;119;3.6;2025-11-30;98;Bébé-Enfant
373a788b19aee0ddea04;518f43e176f44fe09b98;CAR-100258;Paris;75012;Île-de-France;35;H;Fidèle;109;3.8;2025-12-05;109;Alimentaire
23dbcddf9dcb3a0818e1;e1023aeb1463f8ed2056;CAR-100259;Nantes;44000;Pays de la Loire;36;F;VIP;219;7.3;2026-02-28;145;Électronique
282b62ba1f33be0f0a2b;d680da549ed5796492ff;CAR-100260;Boulogne;92100;Île-de-France;53;H;Fidèle;81;3.3;2026-02-18;135;Hygiène-Beauté
4695ca81ac375d97c5f2;0c43f68a3903952bbbd0;CAR-100261;Boulogne;92100;Île-de-France;27;H;Fidèle;165;3.2;2026-02-25;144;Hygiène-Beauté
282f2d53ea63550d0245;bf66f189029581f4023a;CAR-100262;Grenoble;38000;Auvergne-Rhône-Alpes;44;F;Nouveau;21;0.2;2026-01-20;23;Mode
6f446ede1ff458046816;5df198cdcaa1cb4addf6;CAR-100263;Toulouse;31000;Occitanie;32;F;Fidèle;133;2.4;2026-01-21;65;Jardin
8dab3ffc8f9cc85302a2;8e908fb52a0444a33413;CAR-100264;Nice;06000;PACA;42;H;Occasionnel;46;0.7;2025-12-10;29;Alimentaire
6930210d42d2bcd151f2;d538db4282495ef09619;CAR-100265;Lille;59000;Hauts-de-France;51;H;Fidèle;90;3.8;2025-12-04;56;Électronique
52eddda08472a9067fe2;fd7745742b7162416853;CAR-100266;Lille;59000;Hauts-de-France;44;H;VIP;185;7.8;2026-01-08;118;Bébé-Enfant
ba40db89c98028bacc79;6cd556a0b9be12da5df0;CAR-100267;Lille;59000;Hauts-de-France;55;H;Fidèle;76;3.2;2026-01-28;160;Mode
bef9371c57f7cec67537;ebce0413ce3a1f433b4f;CAR-100268;Strasbourg;67000;Grand Est;20;F;Occasionnel;77;0.5;2025-12-23;42;Hygiène-Beauté
068ec2fcb943c17b1346;80923d12df3a71f17793;CAR-100269;Bordeaux;33000;Nouvelle-Aquitaine;68;H;Occasionnel;31;1.5;2026-01-28;54;Alimentaire
6639ed58eedb29fa141a;91109f88649dfd503d3c;CAR-100270;Toulouse;31000;Occitanie;46;F;Fidèle;158;3.0;2026-02-26;47;Hygiène-Beauté
fd8456b5ac4fb2474a48;28811bbdca2ce024cbe1;CAR-100271;Grenoble;38000;Auvergne-Rhône-Alpes;69;F;Occasionnel;36;0.7;2026-01-27;113;Électronique
bd50b244313f531ae653;a429c9ccd83a1a98e1cf;CAR-100272;Boulogne;92100;Île-de-France;36;H;Fidèle;179;2.8;2026-01-09;19;Électronique
0a14c3363238e6c3e0c0;508aad470c6dd44bea5b;CAR-100273;Strasbourg;67000;Grand Est;27;F;Fidèle;140;3.2;2026-02-13;104;Alimentaire
571df3cf69601558fcb4;b42461a93e3a172a6fb7;CAR-100274;Versailles;78000;Île-de-France;54;H;VIP;262;5.4;2026-02-18;34;Alimentaire
5bfc31cd774890f6afa7;5753d5cbf740b08f7875;CAR-100275;Nantes;44000;Pays de la Loire;30;H;Fidèle;166;3.6;2026-02-22;157;Hygiène-Beauté
b568218e6b5cc850c7b8;953e5c76a3e181ebbe3e;CAR-100276;Boulogne;92100;Île-de-France;30;F;Occasionnel;47;1.8;2026-01-07;110;Jardin
86d0ceb70a44887cef1d;8cbe5b3a5557fb2dba94;CAR-100277;Nantes;44000;Pays de la Loire;44;H;Occasionnel;50;1.2;2026-03-15;34;Électronique
bad8b57b7479116d30c2;03c9380e5fb79220663c;CAR-100278;Paris;75012;Île-de-France;38;F;Fidèle;150;2.6;2025-12-04;121;Maison
e4a864c255c3c77a9704;6ac496e90019a9aa653f;CAR-100279;Versailles;78000;Île-de-France;34;F;Fidèle;79;3.3;2026-02-05;80;Maison
48ab3c8394f47a376cd3;a3feafc46ba782e9a4a1;CAR-100280;Rennes;35000;Bretagne;28;H;Fidèle;126;3.0;2026-01-26;167;Alimentaire
42b7aa6c359a7c95bf32;f0b88d94861f70d17437;CAR-100281;Grenoble;38000;Auvergne-Rhône-Alpes;44;F;Occasionnel;31;0.7;2025-12-28;114;Hygiène-Beauté
ff698a13738ead03df3e;88b0a7bde642adbcd319;CAR-100282;Versailles;78000;Île-de-France;41;F;Fidèle;167;3.9;2026-03-25;31;Alimentaire
2efe0f1574333fa06b2b;f3f6ebc4bc41745fe015;CAR-100283;Marseille;13008;PACA;22;F;Nouveau;64;0.4;2026-01-15;120;Alimentaire
b1569c2aab7f60f5b654;b203097a02bfdcf70364;CAR-100284;Rennes;35000;Bretagne;53;H;Fidèle;171;3.3;2026-01-05;128;Maison
b382e850e826fad1b657;be9ed74d6b2cb4b4e5e5;CAR-100285;Toulouse;31000;Occitanie;45;H;Fidèle;103;3.4;2026-01-05;168;Jardin
e89782b0ee57bd463bc5;7cf79d2cd3da958571e3;CAR-100286;Rennes;35000;Bretagne;51;F;Occasionnel;61;1.2;2026-03-17;90;Hygiène-Beauté
2cb2f86f291c3a99dea2;f3080359e804a4d686b4;CAR-100287;Lyon;69003;Auvergne-Rhône-Alpes;33;F;Occasionnel;50;1.5;2025-12-03;36;Hygiène-Beauté
6c23f7b1383f1da37ccf;d06539c56b2495b3281f;CAR-100288;Montpellier;34000;Occitanie;44;F;Nouveau;52;0.8;2026-02-19;150;Jardin
c232a6120d77448f1536;7ac9f74879ae6180c1b8;CAR-100289;Montpellier;34000;Occitanie;41;F;VIP;298;5.0;2026-01-22;118;Maison
706ad88172bb4134a3b4;d21ba8ad9d9a111b72bf;CAR-100290;Rennes;35000;Bretagne;62;H;Fidèle;85;2.8;2026-02-24;97;Alimentaire
b10fa2f7645dce2c18d1;f39f033a7f8e0172257e;CAR-100291;Rennes;35000;Bretagne;23;F;VIP;277;5.2;2026-01-23;113;Alimentaire
afda535053251d473b59;b4eb98cb64ca6e634b7e;CAR-100292;Lyon;69003;Auvergne-Rhône-Alpes;66;H;Occasionnel;44;0.9;2026-02-23;60;Mode
e4786d6fb0de79a1b3b5;8b02e6f34fa52d872c3e;CAR-100293;Marseille;13008;PACA;35;F;Occasionnel;55;1.5;2025-12-20;55;Maison
e98290b8e1469358dfef;c5f81fa147370098edc2;CAR-100294;Bordeaux;33000;Nouvelle-Aquitaine;37;H;Occasionnel;76;1.6;2025-12-11;179;Hygiène-Beauté
2464f39f20f7bd3223f9;dda4f5096fcad63706e4;CAR-100295;Lille;59000;Hauts-de-France;49;F;Fidèle;96;2.3;2026-03-28;48;Maison
5e654f87728d3daaed3c;2bcf2a317440c67871aa;CAR-100296;Toulouse;31000;Occitanie;67;H;Nouveau;20;0.8;2026-01-29;31;Alimentaire
4cc29b09fa57f86168e5;cb16c07e914942a9aa01;CAR-100297;Bordeaux;33000;Nouvelle-Aquitaine;31;F;Occasionnel;48;0.7;2025-12-18;88;Électronique
bd2a4cfb415943efd624;1b12a5528d93aaa5b901;CAR-100298;Grenoble;38000;Auvergne-Rhône-Alpes;46;F;Fidèle;144;2.7;2026-02-16;135;Bébé-Enfant
4dcffc2417bcb0a8830e;c1e4eabfbcdd7efb9096;CAR-100299;Saint-Denis;93200;Île-de-France;33;H;Occasionnel;37;0.5;2026-03-02;171;Hygiène-Beauté
c76fa7f3a0779d820a0d;f42b11b7cec9ef980d97;CAR-100300;Boulogne;92100;Île-de-France;28;F;Fidèle;106;2.9;2026-02-10;166;Alimentaire
269c7667b4110bcfcb75;08edc1b81d14cf1062da;CAR-100301;Lille;59000;Hauts-de-France;30;F;Nouveau;48;1.4;2025-12-07;87;Électronique
efa53a1a6a3a85eeb221;db3e65806aeefb68f232;CAR-100302;Versailles;78000;Île-de-France;46;F;Occasionnel;42;1.8;2026-01-31;148;Bébé-Enfant
895084885056a70df212;e333e6fe5604336a7059;CAR-100303;Bordeaux;33000;Nouvelle-Aquitaine;18;F;Occasionnel;30;1.5;2026-01-10;145;Jardin
ef6de3e19400a6aa3043;f1b21676b056594679aa;CAR-100304;Paris;75012;Île-de-France;52;F;Fidèle;111;2.1;2026-01-27;81;Alimentaire
b496ff16547e6d743f8e;dadc2212bf3882009fc1;CAR-100305;Versailles;78000;Île-de-France;38;F;Fidèle;81;2.6;2026-01-18;42;Alimentaire
d265166c9d1dec4adad1;e919dee823faa4a041b0;CAR-100306;Lille;59000;Hauts-de-France;71;F;Occasionnel;42;0.8;2026-02-27;176;Jardin
ba4ff6a763290a298833;9fc41ab70cb0c4d394f5;CAR-100307;Versailles;78000;Île-de-France;51;F;Fidèle;87;2.3;2026-01-15;38;Jardin
e893dd906d2239e63daf;4acdd397d1d0a1610ad8;CAR-100308;Rennes;35000;Bretagne;67;F;Occasionnel;56;0.9;2026-01-20;49;Électronique
383c882513e56674cb00;a37c94b6f1d0dd642a1a;CAR-100309;Rennes;35000;Bretagne;42;F;Occasionnel;38;1.9;2026-02-13;112;Électronique
b28cc939adb69c86081b;01b326c2654194183042;CAR-100310;Boulogne;92100;Île-de-France;45;H;Fidèle;134;3.5;2026-02-20;65;Mode
b6adc1516f715a9dcfa1;3bf7608f831a40c0a449;CAR-100311;Montpellier;34000;Occitanie;34;H;Occasionnel;64;1.8;2026-03-30;121;Bébé-Enfant
098405e211d2319d1ead;bc4b263c3a44e7d3dc1f;CAR-100312;Lyon;69003;Auvergne-Rhône-Alpes;43;H;Occasionnel;33;1.5;2025-12-15;77;Mode
db05c07566750bb464cc;6aa503d9d9ea088dbe67;CAR-100313;Strasbourg;67000;Grand Est;49;H;Fidèle;82;3.0;2026-03-12;146;Jardin
b58d42ad9622163f1a57;ebcb13755baa25d45f29;CAR-100314;Paris;75012;Île-de-France;74;F;Nouveau;60;1.5;2025-12-17;127;Mode
46f669f71a7c3bd1961a;d3b13ab6db2e77def1ac;CAR-100315;Rennes;35000;Bretagne;43;F;Occasionnel;30;0.6;2026-03-27;132;Électronique
2a18331fa31c44e4f477;0a647e253f04c47398a2;CAR-100316;Saint-Denis;93200;Île-de-France;58;H;Fidèle;113;3.6;2026-01-11;177;Électronique
591c5ebb97100a5a9552;befe0484b86c30872c5e;CAR-100317;Marseille;13008;PACA;29;F;Occasionnel;57;1.7;2026-01-24;142;Hygiène-Beauté
f414d7db7a98bf7e7758;2b9e1fcd3479f329a643;CAR-100318;Grenoble;38000;Auvergne-Rhône-Alpes;50;F;Fidèle;112;3.0;2025-12-18;30;Électronique
70aa5eb0e17abccdbf3d;677d5950e088e770e0fd;CAR-100319;Montpellier;34000;Occitanie;66;F;Fidèle;93;3.1;2026-01-06;171;Mode
101e558febb778777cb8;4b21db07d0662906428a;CAR-100320;Saint-Denis;93200;Île-de-France;26;H;Fidèle;92;2.0;2026-01-25;56;Maison
13f7d0e2e005532e8edd;5330deb52b4f65e75924;CAR-100321;Rennes;35000;Bretagne;50;F;Nouveau;24;0.9;2025-12-29;38;Maison
2969c4c1c1cfd22ffc06;3d27f1f0b7821720931b;CAR-100322;Grenoble;38000;Auvergne-Rhône-Alpes;33;F;Occasionnel;34;1.4;2025-12-02;132;Bébé-Enfant
45393e675b9ed8ac296d;7f046ee43a612a0b8c67;CAR-100323;Lyon;69003;Auvergne-Rhône-Alpes;18;F;Occasionnel;74;1.4;2026-03-25;10;Bébé-Enfant
0a9b3dffa24b66dc9bee;7f5817e4febb16bd32f2;CAR-100324;Versailles;78000;Île-de-France;67;H;Occasionnel;72;1.0;2025-12-17;63;Alimentaire
cc5de80ce6932b2f8dfd;20c534640ec84e096c6b;CAR-100325;Paris;75012;Île-de-France;32;H;Nouveau;68;0.5;2025-12-12;21;Électronique
0ff1ba0b0c33a5e6bf7c;04e371617db0e44d09c7;CAR-100326;Nice;06000;PACA;37;H;Occasionnel;31;1.1;2026-01-18;54;Hygiène-Beauté
f3258d1d52f3c62bd7af;b19f4795f2dca1765980;CAR-100327;Toulouse;31000;Occitanie;30;H;Fidèle;161;2.3;2026-03-19;152;Alimentaire
54c46334c24dc11b24d9;32aa8912573e8fd56d55;CAR-100328;Lyon;69003;Auvergne-Rhône-Alpes;39;F;Occasionnel;32;1.1;2026-02-15;50;Jardin
